customer_id,recency,frequency,monetary,avg_order_value,avg_quantity,discount_rate
12421,15,4,639.04,15.586341463414634,11.658536585365853,0.0
12422,95,3,683.56,17.988421052631576,9.657894736842104,0.0
12423,0,8,1634.31,13.968461538461538,11.316239316239317,0.0
12424,162,2,1760.96,58.69866666666667,24.666666666666668,0.0
12425,77,1,777.2,21.58888888888889,13.777777777777779,0.0
12426,194,1,510.73,17.611379310344827,8.758620689655173,0.0
12427,11,3,699.8000000000001,24.992857142857144,18.785714285714285,0.0
12428,25,8,6405.26,22.317979094076655,12.226480836236934,0.0
12429,8,4,3388.4,36.0468085106383,16.361702127659573,0.0
12430,42,1,216.4,21.64,11.6,0.0
12431,35,15,6314.95,27.219612068965517,12.452586206896552,0.0
12432,42,4,4359.32,40.74130841121495,16.822429906542055,0.0
12433,0,7,13375.87,31.847309523809525,26.35952380952381,0.0
12434,84,2,806.14,16.122799999999998,7.88,0.0
12435,79,2,7829.889999999999,217.49694444444444,57.083333333333336,0.0
12436,99,1,429.01,28.600666666666665,13.933333333333334,0.0
12437,1,18,4447.41,24.17070652173913,15.728260869565217,0.0
12438,13,2,2466.85,25.696354166666666,12.177083333333334,0.0
12441,366,1,155.55,15.555000000000001,12.0,0.0
12442,2,1,144.06,13.096363636363636,16.454545454545453,0.0
12444,20,5,4085.46,23.752674418604652,6.569767441860465,0.0
12445,21,1,77.4,25.8,20.0,0.0
12446,57,1,1002.31,17.58438596491228,6.157894736842105,0.0
12447,242,1,431.49,17.2596,7.48,0.0
12448,43,1,365.45,17.402380952380952,11.428571428571429,0.0
12449,21,4,3596.29,19.231497326203208,8.144385026737968,0.0
12450,155,2,197.88,24.735,16.0,0.0
12451,10,5,8995.52,25.483059490084987,18.623229461756374,0.0
12452,16,1,348.57,17.4285,9.05,0.0
12453,133,1,707.09,16.443953488372095,11.0,0.0
12454,52,1,3528.34,235.22266666666667,67.06666666666666,0.0
12455,72,5,2339.86,27.527764705882355,24.51764705882353,0.0
12456,43,3,2581.04,21.15606557377049,13.262295081967213,0.0
12457,57,6,2043.23,34.631016949152546,14.152542372881356,0.0
12458,70,2,787.4,21.87222222222222,13.944444444444445,0.0
12461,93,1,626.88,18.43764705882353,8.294117647058824,0.0
12462,1,2,937.59,15.6265,8.783333333333333,0.0
12463,45,4,1200.78,15.199746835443039,9.721518987341772,0.0
12464,9,8,957.05,43.502272727272725,4.318181818181818,0.0
12465,7,2,682.1899999999999,15.159777777777776,10.555555555555555,0.0
12468,142,2,657.54,18.265,10.055555555555555,0.0
12471,1,27,17388.649999999998,39.700114155251136,18.474885844748858,0.0
12472,30,7,6068.11,18.277439759036145,12.409638554216867,0.0
12473,28,3,2585.73,16.1608125,14.9625,0.0
12474,16,18,6694.09,16.487906403940887,11.817733990147783,0.0
12475,53,1,669.38,19.12514285714286,15.2,0.0
12476,0,11,5898.42,26.332232142857144,10.522321428571429,0.0
12477,22,6,13219.74,44.065799999999996,12.176666666666666,0.0
12478,3,1,545.99,15.599714285714287,6.6571428571428575,0.0
12479,3,1,473.2,15.773333333333333,12.733333333333333,0.0
12480,27,4,2885.63,19.237533333333335,11.233333333333333,0.0
12481,22,10,5003.82,24.056826923076922,15.682692307692308,0.0
12483,16,8,1910.98,28.10264705882353,16.08823529411765,0.0
12484,32,4,3939.32,11.620412979351032,6.389380530973451,0.0
12488,9,3,1244.66,23.049259259259262,9.74074074074074,0.0
12489,335,1,298.93,21.35214285714286,7.357142857142857,0.0
12490,4,10,4859.93,20.680553191489363,12.906382978723403,0.0
12491,38,1,424.4,16.976,10.32,0.0
12492,62,2,227.21,12.622777777777777,10.555555555555555,0.0
12493,165,2,379.74,18.987000000000002,10.2,0.0
12494,9,7,1084.1,15.269014084507042,9.830985915492958,0.0
12497,81,1,953.1,73.31538461538462,94.6923076923077,0.0
12498,20,3,349.7,16.652380952380952,7.428571428571429,0.0
12500,22,11,4059.8199999999997,78.07346153846153,51.28846153846154,0.0
12501,314,1,2025.3899999999999,13.685067567567566,11.993243243243244,0.0
12502,95,5,2995.87,21.097676056338027,5.591549295774648,0.0
12504,17,2,428.05,53.50625,10.875,0.0
12506,232,1,73.5,3.1956521739130435,1.0,0.0
12507,133,3,1052.81,55.41105263157895,46.578947368421055,0.0
12508,25,2,397.88,5.851176470588236,3.985294117647059,0.0
12509,283,1,158.5,26.416666666666668,9.0,0.0
12510,142,2,814.57,26.276451612903227,11.193548387096774,0.0
12512,65,2,132.18,4.263870967741935,3.096774193548387,0.0
12513,84,1,558.29,16.420294117647057,13.5,0.0
12514,266,1,1017.6800000000001,19.95450980392157,8.627450980392156,0.0
12515,352,1,278.7,18.58,8.533333333333333,0.0
12516,77,2,1186.06,49.41916666666666,36.166666666666664,0.0
12517,27,4,2301.6,8.339130434782609,4.894927536231884,0.0
12518,0,5,1840.89,15.46966386554622,10.974789915966387,0.0
12519,63,1,276.84,17.3025,10.75,0.0
12520,78,5,2346.2599999999998,15.96095238095238,9.680272108843537,0.0
12521,142,1,545.68,14.748108108108108,8.27027027027027,0.0
12522,38,2,156.72,15.672,19.2,0.0
12523,1,11,1699.77,16.664411764705882,8.431372549019608,0.0
12524,8,8,3945.72,29.01264705882353,26.977941176470587,0.0
12526,0,3,1172.66,17.245,9.176470588235293,0.0
12527,81,3,330.71,19.453529411764706,13.705882352941176,0.0
12528,8,6,1645.48,19.133488372093023,8.604651162790697,0.0
12530,59,4,1500.28,24.198064516129033,14.580645161290322,0.0
12531,14,1,125.22,7.365882352941177,2.6470588235294117,0.0
12532,29,1,313.83,20.922,10.066666666666666,0.0
12534,130,1,981.18,15.82548387096774,10.403225806451612,0.0
12535,91,2,716.35,21.069117647058825,6.4411764705882355,0.0
12536,7,1,4279.71,16.523976833976835,10.814671814671815,0.0
12538,28,1,363.95,17.33095238095238,9.095238095238095,0.0
12539,21,4,5568.35,20.396886446886448,7.571428571428571,0.0
12540,19,17,11580.24,25.11982646420824,14.36008676789588,0.0
12541,29,3,841.18,17.166938775510204,13.775510204081632,0.0
12544,29,1,316.7,17.594444444444445,7.444444444444445,0.0
12545,74,2,832.39,17.341458333333332,10.770833333333334,0.0
12546,46,2,1021.5,15.246268656716419,9.373134328358208,0.0
12547,197,2,151.8,25.3,22.0,0.0
12548,165,1,67.19999999999999,16.799999999999997,12.0,0.0
12550,78,1,824.83,14.729107142857144,10.071428571428571,0.0
12551,357,1,168.0,16.8,10.0,0.0
12552,38,1,317.82,16.72736842105263,4.473684210526316,0.0
12553,7,10,3278.28,18.012527472527474,10.67032967032967,0.0
12556,49,2,599.56,5.038319327731092,2.9831932773109244,0.0
12557,15,5,11990.960000000001,363.36242424242425,132.84848484848484,0.0
12558,1,1,269.96,24.54181818181818,17.818181818181817,0.0
12559,310,2,525.71,26.285500000000003,14.05,0.0
12560,4,2,1918.01,18.621456310679612,10.660194174757281,0.0
12561,302,1,238.85,14.928125,11.0625,0.0
12562,7,7,3385.7400000000002,21.02944099378882,10.91304347826087,0.0
12564,260,1,402.9,20.145,6.5,0.0
12565,281,1,145.92,16.21333333333333,8.88888888888889,0.0
12566,72,1,297.65,16.53611111111111,14.555555555555555,0.0
12567,22,10,8609.28,19.655890410958907,9.728310502283104,0.0
12569,1,32,3152.69,20.080828025477707,11.127388535031848,0.0
12571,39,2,519.61,15.28264705882353,15.382352941176471,0.0
12572,8,2,912.42,15.731379310344828,7.689655172413793,0.0
12573,226,1,160.54,5.7335714285714285,3.0,0.0
12574,315,1,182.45,18.244999999999997,5.9,0.0
12576,35,5,1315.83,14.952613636363635,10.988636363636363,0.0
12577,34,3,622.65,4.2941379310344825,3.2275862068965515,0.0
12578,20,2,2402.5099999999998,21.45098214285714,10.553571428571429,0.0
12579,72,1,386.42,13.800714285714287,10.071428571428571,0.0
12580,246,1,379.7,16.508695652173913,10.26086956521739,0.0
12581,39,1,179.71,12.836428571428572,11.428571428571429,0.0
12582,238,2,351.36,17.568,14.8,0.0
12583,2,15,6705.38,28.9025,21.67241379310345,0.0
12584,3,9,2254.15,23.727894736842106,4.347368421052631,0.0
12585,233,2,1824.1,21.459999999999997,14.905882352941177,0.0
12586,16,1,196.94,17.903636363636362,7.181818181818182,0.0
12587,7,1,104.0,34.666666666666664,16.666666666666668,0.0
12588,38,1,174.9,19.433333333333334,5.777777777777778,0.0
12589,28,2,574.68,17.414545454545454,9.151515151515152,0.0
12590,189,1,9341.26,139.4217910447761,63.91044776119403,0.0
12591,316,1,368.84999999999997,14.753999999999998,9.0,0.0
12592,91,2,401.6,25.1,18.0,0.0
12593,108,3,382.1,19.105,10.2,0.0
12594,37,9,3208.22,28.142280701754384,15.543859649122806,0.0
12596,50,2,450.27,18.0108,18.72,0.0
12597,18,4,3195.22,15.817920792079207,10.96039603960396,0.0
12598,9,7,2807.08,22.10299212598425,15.37007874015748,0.0
12599,28,7,888.5799999999999,16.156,17.236363636363638,0.0
12600,28,10,2311.04,42.797037037037036,14.037037037037036,0.0
12601,189,5,487.06,21.176521739130436,10.434782608695652,0.0
12602,58,1,153.12,12.76,13.5,0.0
12603,21,1,613.2,613.2,56.0,0.0
12604,78,2,236.18,15.745333333333333,13.333333333333334,0.0
12607,57,1,1579.51,15.63871287128713,12.158415841584159,0.0
12609,77,3,964.85,16.92719298245614,11.210526315789474,0.0
12610,22,4,1747.54,17.132745098039216,10.186274509803921,0.0
12611,51,1,1193.32,18.35876923076923,13.015384615384615,0.0
12612,57,1,668.04,37.11333333333333,14.444444444444445,0.0
12613,30,4,3092.38,20.754228187919463,10.939597315436242,0.0
12614,277,1,315.6,15.780000000000001,3.8,0.0
12615,1,4,2093.19,20.724653465346535,13.514851485148515,0.0
12616,84,2,641.3,21.376666666666665,9.333333333333334,0.0
12617,28,1,352.98,8.609268292682927,5.121951219512195,0.0
12618,21,1,137.31,13.731,9.5,0.0
12619,15,8,2945.56,35.92146341463415,40.97560975609756,0.0
12620,14,3,1303.41,14.323186813186814,12.956043956043956,0.0
12621,1,20,12411.67,27.64291759465479,16.412026726057906,0.0
12622,231,1,162.1,16.21,6.8,0.0
12623,275,1,269.1,15.829411764705883,11.117647058823529,0.0
12624,105,2,569.13,15.809166666666666,9.75,0.0
12625,211,2,2413.82,28.735952380952384,19.011904761904763,0.0
12626,22,9,5954.48,20.892912280701754,11.985964912280702,0.0
12627,10,6,4082.53,18.225580357142857,12.1875,0.0
12628,3,3,732.46,19.275263157894738,11.710526315789474,0.0
12630,9,2,1030.8799999999999,16.627096774193546,8.741935483870968,0.0
12631,56,1,480.5,16.016666666666666,7.733333333333333,0.0
12633,58,4,1929.98,19.896701030927836,11.845360824742269,0.0
12635,89,2,1509.18,15.244242424242424,11.737373737373737,0.0
12637,66,8,5804.9,15.316358839050132,7.870712401055409,0.0
12638,32,1,511.69,13.465526315789473,15.078947368421053,0.0
12639,238,1,366.1,17.433333333333334,9.428571428571429,0.0
12640,23,3,994.58,19.8916,6.02,0.0
12641,114,1,145.9,16.211111111111112,7.888888888888889,0.0
12642,24,3,905.26,20.57409090909091,12.409090909090908,0.0
12643,127,6,3041.64,168.98,99.33333333333333,0.0
12644,129,1,477.90999999999997,15.416451612903225,10.483870967741936,0.0
12645,33,4,1631.18,23.640289855072464,15.594202898550725,0.0
12646,4,2,1346.97,29.932666666666666,19.933333333333334,0.0
12647,21,12,3146.82,28.869908256880734,12.8348623853211,0.0
12648,154,1,300.05,15.002500000000001,7.95,0.0
12649,106,3,569.51,19.638275862068966,20.103448275862068,0.0
12650,2,1,242.44,12.76,13.157894736842104,0.0
12651,334,1,114.0,12.666666666666666,8.666666666666666,0.0
12652,321,1,793.98,16.8931914893617,10.595744680851064,0.0
12653,148,2,2209.85,51.391860465116274,21.372093023255815,0.0
12654,10,5,529.98,15.58764705882353,7.647058823529412,0.0
12656,16,5,3619.17,29.910495867768596,14.041322314049587,0.0
12657,10,4,1427.18,32.43590909090909,23.454545454545453,0.0
12658,18,1,632.05,18.058571428571426,9.057142857142857,0.0
12659,29,1,73.67999999999999,18.419999999999998,26.0,0.0
12660,10,1,227.1,18.925,10.5,0.0
12662,0,11,3543.78,16.10809090909091,9.277272727272727,0.0
12664,7,9,4391.88,156.85285714285715,42.42857142857143,0.0
12665,324,1,45.0,22.5,18.0,0.0
12667,57,1,460.13,14.3790625,12.21875,0.0
12668,6,4,3177.15,20.236624203821655,10.184713375796179,0.0
12669,150,2,1427.73,14.568673469387756,11.26530612244898,0.0
12670,9,5,2744.05,31.54080459770115,15.89655172413793,0.0
12672,329,1,225.9,22.59,7.8,0.0
12673,4,2,574.52,14.012682926829267,8.512195121951219,0.0
12674,11,4,1844.6,23.349367088607593,14.253164556962025,0.0
12676,24,6,1091.3899999999999,27.984358974358972,17.025641025641026,0.0
12678,41,9,16331.46,104.68884615384614,69.87179487179488,0.0
12679,51,4,951.02,21.61409090909091,12.386363636363637,0.0
12680,0,4,790.81,16.138979591836733,8.959183673469388,0.0
12681,14,22,12365.54,20.073928571428574,12.105519480519481,0.0
12682,3,31,11019.82,22.262262626262626,11.080808080808081,0.0
12683,3,14,7612.57,22.99870090634441,14.906344410876132,0.0
12684,7,6,2073.63,21.15948979591837,20.132653061224488,0.0
12685,27,6,2575.08,17.053509933774833,9.980132450331126,0.0
12686,371,1,71.14,11.856666666666667,17.666666666666668,0.0
12688,113,1,4873.81,28.50181286549708,17.707602339181285,0.0
12689,25,2,1139.61,16.280142857142856,8.885714285714286,0.0
12690,205,1,335.01,22.334,6.866666666666666,0.0
12691,27,5,927.8,34.36296296296296,14.37037037037037,0.0
12693,120,4,711.91,20.340285714285713,7.057142857142857,0.0
12694,69,2,761.67,21.762,14.371428571428572,0.0
12695,6,4,582.1,21.55925925925926,8.148148148148149,0.0
12697,20,3,757.59,19.93657894736842,13.236842105263158,0.0
12700,7,4,4525.99,17.143901515151516,11.151515151515152,0.0
12701,79,2,725.71,14.229607843137256,13.215686274509803,0.0
12702,19,1,201.0,18.272727272727273,4.7272727272727275,0.0
12703,63,1,265.55,13.2775,8.15,0.0
12704,6,8,1740.84,21.49185185185185,12.234567901234568,0.0
12705,14,8,6382.29,19.458201219512194,12.103658536585366,0.0
12707,291,1,603.42,18.285454545454545,7.757575757575758,0.0
12708,29,10,2442.91,16.61843537414966,8.789115646258503,0.0
12709,2,15,9400.52,46.53722772277228,19.282178217821784,0.0
12710,96,3,1023.02,13.824594594594595,11.405405405405405,0.0
12712,22,13,3928.13,32.73441666666667,8.633333333333333,0.0
12713,0,1,794.55,21.47432432432432,13.64864864864865,0.0
12714,8,5,4294.86,16.908897637795274,11.992125984251969,0.0
12715,105,1,263.36,13.861052631578948,10.0,0.0
12716,3,2,963.49,14.38044776119403,10.492537313432836,0.0
12717,150,2,830.98,15.678867924528301,9.471698113207546,0.0
12718,70,1,202.25,11.23611111111111,11.166666666666666,0.0
12719,4,2,572.95,15.485135135135137,10.0,0.0
12720,2,25,5115.73,14.958274853801168,13.552631578947368,0.0
12721,31,6,2386.13,15.394387096774194,12.541935483870967,0.0
12722,84,4,979.63,18.83903846153846,10.865384615384615,0.0
12723,3,5,707.07,10.398088235294118,6.367647058823529,0.0
12724,4,4,923.41,18.845102040816325,8.959183673469388,0.0
12725,370,1,371.8,16.16521739130435,7.043478260869565,0.0
12726,27,7,2411.1,20.607692307692307,26.76923076923077,0.0
12727,10,7,3440.7,26.065909090909088,15.666666666666666,0.0
12728,70,4,728.33,17.341190476190476,9.833333333333334,0.0
12729,113,1,417.01,16.6804,9.24,0.0
12731,23,12,18751.91,68.68831501831502,30.875457875457876,0.0
12732,179,1,218.26,19.84181818181818,10.0,0.0
12733,233,1,383.95,17.452272727272728,6.2272727272727275,0.0
12734,352,1,110.39999999999999,27.599999999999998,22.0,0.0
12735,314,2,689.5699999999999,16.818780487804876,8.853658536585366,0.0
12736,332,1,144.0,48.0,56.0,0.0
12738,371,1,137.35,13.735,14.7,0.0
12739,77,1,975.54,26.365945945945946,13.108108108108109,0.0
12740,63,1,427.6,15.837037037037037,12.666666666666666,0.0
12743,133,2,540.13,4.123129770992366,2.404580152671756,0.0
12744,51,4,9120.39,42.42041860465116,24.344186046511627,0.0
12747,1,11,4196.01,40.737961165048546,12.37864077669903,0.0
12748,0,206,31650.78,7.198267000227427,5.697293609279054,0.0
12749,3,5,4040.88,20.40848484848485,7.424242424242424,0.0
12750,128,1,275.88,18.392,9.133333333333333,0.0
12752,80,1,4366.78,82.3920754716981,42.679245283018865,0.0
12753,3,6,21429.39,108.77862944162436,57.974619289340104,0.0
12754,235,3,3010.7400000000002,47.789523809523814,102.87301587301587,0.0
12755,249,2,3811.9500000000003,952.9875000000001,372.75,0.0
12756,86,1,112.08,28.02,36.0,0.0
12757,15,9,4176.75,11.666899441340782,6.667597765363128,0.0
12758,116,2,2791.59,28.779278350515465,22.010309278350515,0.0
12759,51,3,1411.44,15.341739130434783,9.717391304347826,0.0
12762,7,2,1702.52,25.410746268656716,18.208955223880597,0.0
12763,137,2,494.08,27.448888888888888,17.555555555555557,0.0
12764,316,1,1693.88,37.64177777777778,8.577777777777778,0.0
12766,3,7,6457.63,21.103366013071895,11.852941176470589,0.0
12769,238,1,1143.6,35.7375,11.125,0.0
12770,210,1,1351.45,112.62083333333334,61.916666666666664,0.0
12772,59,1,752.47,13.93462962962963,10.203703703703704,0.0
12775,16,5,1281.04,21.000655737704918,14.262295081967213,0.0
12778,19,6,693.23,15.755227272727273,18.568181818181817,0.0
12779,20,8,3981.36,26.72053691275168,13.583892617449665,0.0
12781,20,2,786.74,32.780833333333334,27.916666666666668,0.0
12782,4,5,1938.92,19.784897959183674,10.938775510204081,0.0
12783,1,4,1295.87,16.613717948717948,7.833333333333333,0.0
12784,8,1,476.82,8.514642857142857,4.964285714285714,0.0
12785,2,1,255.95,19.68846153846154,9.923076923076923,0.0
12787,9,3,418.65999999999997,24.62705882352941,15.176470588235293,0.0
12789,64,1,76.85,25.616666666666664,1.0,0.0
12790,191,1,294.92,14.746,8.2,0.0
12791,373,1,177.6,177.6,96.0,0.0
12792,256,1,344.54,14.355833333333335,8.958333333333334,0.0
12793,334,2,461.48,20.976363636363637,13.272727272727273,0.0
12794,52,2,860.41,19.12022222222222,13.155555555555555,0.0
12795,18,1,318.48,24.49846153846154,4.923076923076923,0.0
12797,359,1,226.03,18.835833333333333,9.75,0.0
12798,9,3,6977.04,872.13,657.0,0.0
12802,183,1,397.58,16.565833333333334,13.0,0.0
12808,36,3,455.65000000000003,16.875925925925927,6.925925925925926,0.0
12809,167,1,405.31,16.887916666666666,9.041666666666666,0.0
12811,260,2,458.85,16.3875,8.107142857142858,0.0
12812,44,1,229.64,15.309333333333333,10.933333333333334,0.0
12814,101,1,85.92,85.92,48.0,0.0
12815,147,2,863.46,19.188000000000002,8.311111111111112,0.0
12816,95,2,452.2,16.748148148148147,4.62962962962963,0.0
12817,280,1,126.03999999999999,42.01333333333333,17.333333333333332,0.0
12818,177,1,1182.08,90.92923076923077,70.76923076923077,0.0
12820,2,4,942.34,15.97186440677966,12.23728813559322,0.0
12821,213,1,92.72,15.453333333333333,11.666666666666666,0.0
12822,70,2,948.88,20.62782608695652,11.956521739130435,0.0
12823,74,5,1759.5,351.9,46.0,0.0
12824,59,1,397.12,15.8848,9.28,0.0
12826,2,7,1474.72,16.205714285714286,11.626373626373626,0.0
12827,5,3,430.15,17.206,7.88,0.0
12828,2,6,1018.7099999999999,18.19125,8.821428571428571,0.0
12829,321,2,293.0,26.636363636363637,34.18181818181818,0.0
12830,37,7,6814.64,174.73435897435897,252.48717948717947,0.02564102564102564
12831,261,1,215.05,23.894444444444446,15.0,0.0
12832,31,2,383.03000000000003,14.186296296296298,7.222222222222222,0.0
12833,144,1,417.38,17.390833333333333,6.5,0.0
12834,282,1,312.38,17.354444444444443,6.111111111111111,0.0
12836,58,4,2610.36,15.002068965517243,6.103448275862069,0.0
12837,172,1,134.1,11.174999999999999,2.0,0.0
12838,33,2,671.95,5.599583333333333,2.9583333333333335,0.0
12839,2,14,5591.42,17.80707006369427,12.124203821656051,0.0
12840,143,4,2726.77,24.13070796460177,13.371681415929203,0.0
12841,4,25,3991.58,9.641497584541062,6.570048309178744,0.0
12842,69,2,1118.99,32.9114705882353,16.08823529411765,0.0
12843,65,8,1702.26,16.526796116504855,7.58252427184466,0.0
12844,28,2,325.96,6.268461538461538,2.4038461538461537,0.0
12845,266,4,354.09000000000003,13.114444444444446,7.555555555555555,0.0
12847,21,1,843.64,10.043333333333333,10.392857142857142,0.0
12849,30,2,992.65,21.579347826086956,12.58695652173913,0.0
12851,96,1,131.81,2.8044680851063832,2.25531914893617,0.0
12852,289,1,311.55,18.326470588235296,8.764705882352942,0.0
12853,107,6,1957.1,25.09102564102564,10.256410256410257,0.0
12854,78,3,1316.25,12.075688073394495,5.743119266055046,0.0
12855,372,1,38.099999999999994,12.699999999999998,10.0,0.0
12856,7,6,2170.78,6.98,3.459807073954984,0.0
12857,210,2,1106.4,24.05217391304348,7.456521739130435,0.0
12863,51,1,521.2,104.24000000000001,37.6,0.0
12864,137,1,147.12,49.04,72.0,0.0
12865,25,2,1568.23,16.507684210526318,9.736842105263158,0.0
12866,282,1,499.12,19.9648,6.68,0.0
12867,25,7,4009.34,7.50812734082397,8.02247191011236,0.0
12868,185,6,1607.06,15.019252336448597,8.672897196261681,0.0
12871,83,2,380.64,34.60363636363636,18.181818181818183,0.0
12872,326,2,599.97,9.090454545454547,4.833333333333333,0.0
12873,281,1,374.0,93.5,32.0,0.0
12875,142,2,343.23,171.615,1009.5,0.0
12876,57,2,2053.02,24.735180722891567,23.253012048192772,0.0
12877,3,12,1535.77,9.972532467532467,7.64935064935065,0.0
12878,17,2,854.99,18.191276595744682,11.638297872340425,0.0
12879,44,3,573.22,57.322,37.0,0.0
12881,275,1,298.0,42.57142857142857,3.0,0.0
12882,8,2,1463.04,112.54153846153847,18.923076923076923,0.0
12883,24,4,703.47,16.749285714285715,4.666666666666667,0.0
12884,87,1,309.05,44.15,6.142857142857143,0.0
12885,62,3,1175.22,16.552394366197184,9.225352112676056,0.0
12886,67,2,1378.4,16.809756097560978,9.390243902439025,0.0
12888,213,2,354.12,70.824,15.2,0.0
12890,23,1,376.71999999999997,4.768607594936708,3.240506329113924,0.0
12891,185,3,331.0,110.33333333333333,316.6666666666667,0.0
12893,30,1,176.55,5.695161290322581,2.903225806451613,0.0
12895,41,2,372.8,16.945454545454545,9.545454545454545,0.0
12897,204,2,216.5,54.125,27.5,0.0
12901,8,29,17654.54,150.89350427350428,195.17094017094018,0.008547008547008548
12902,264,1,138.68,13.868,6.6,0.0
12904,17,2,496.06,6.986760563380281,4.140845070422535,0.0
12906,11,5,2919.81,46.34619047619047,27.761904761904763,0.0
12908,58,2,750.0,375.0,600.0,0.0
12909,39,5,2178.67,23.941428571428574,14.065934065934066,0.0
12910,22,8,3075.04,41.00053333333333,22.56,0.0
12912,2,5,1662.3,69.2625,27.916666666666668,0.0
12913,4,5,2483.63,49.6726,28.38,0.0
12915,148,2,363.65,16.529545454545453,4.2272727272727275,0.0
12916,138,4,2944.95,28.59174757281553,10.514563106796116,0.0
12917,127,1,594.0,297.0,60.0,0.0
12919,7,6,1335.19,26.7038,13.46,0.0
12920,16,1,162.78,6.028888888888889,4.7407407407407405,0.0
12921,3,37,16587.09,23.037625,13.230555555555556,0.0
12922,160,1,405.38,14.477857142857143,13.214285714285714,0.0
12923,63,1,171.57,6.354444444444444,2.4814814814814814,0.0
12924,87,4,925.75,31.92241379310345,16.551724137931036,0.0
12925,4,2,694.05,15.423333333333332,12.022222222222222,0.0
12928,34,5,2062.7,24.55595238095238,17.523809523809526,0.0
12929,121,1,117.85,14.73125,4.625,0.0
12930,77,2,415.8,16.632,10.08,0.0
12931,21,15,42055.96,512.8775609756098,341.5121951219512,0.0
12933,23,3,607.53,5.7314150943396225,4.7075471698113205,0.0
12935,1,7,2160.7,16.749612403100773,14.364341085271318,0.0
12936,16,4,1063.9,17.15967741935484,9.016129032258064,0.0
12937,14,4,1504.27,12.535583333333333,8.391666666666667,0.0
12938,25,1,114.14,12.682222222222222,15.555555555555555,0.0
12939,63,8,11581.8,246.42127659574467,103.74468085106383,0.0
12940,45,2,899.69,9.371770833333334,4.208333333333333,0.0
